"1452","Clarkson Secondary School","2524 Bromsgrove Rd","Mississauga","L5J1L8","Peel DSB","901660","Yes",,"
","0"
"1453","Clifton Public School","2389 Cliff Rd","Mississauga","L5A2P1","Peel DSB","111872","Yes",,"
","0"
"1454","Cooksville Creek Public School","5100 Salishan Circle","Mississauga","L5R3E3","Peel DSB","122815","Yes",,"
","0"
"1455","Dixie Public School","1120 Flagship Dr","Mississauga","L4Y2K1","Peel DSB","140864","Yes",,"
","0"
"1456","Dunrankin Dr. Public School","3700 Dunrankin Dr","Mississauga","L4T1V9","Peel DSB","603791","Yes",,"
","0"
"1457","Edenwood Middle School","6770 Edenwood Dr","Mississauga","L5N3B2","Peel DSB","167070","Yes",,"
","0"
"1458","Ellengale Public School","3480 Ellengale Dr","Mississauga","L5C1Z7","Peel DSB","173479","Yes",,"
","0"
"1459","Erin Centre Middle School","3240 ERIN CENTRE BLVD","Mississauga","L5M7T9","Peel DSB","202987","Yes",,"
","0"
"1460","Erin Mills Middle School","3546 South Common Crt","Mississauga","L5L2B1","Peel DSB","185655","Yes",,"
","0"
"1461","Erindale Secondary School","2021 DUNDAS ST","Mississauga","L5K1R2","Peel DSB","909092","Yes",,"
","0"
"1462","Fairview Public School","3590 Joan Dr","Mississauga","L5B1T8","Peel DSB","192864","Yes",,"
","0"
"1463","Fallingbrook Middle School","5187 Fallingbrook Dr","Mississauga","L5V1N7","Peel DSB","193097","Yes",,"
","0"
"1464","Father Michael Goetz Secondary School","330 Central Pkwy W","Mississauga","L5B3K6","Dufferin-Peel CDSB","706957","Yes",,"
","0"
"1465","Floradale Public School","210 Paisley Blvd W","Mississauga","L5B2A4","Peel DSB","199362","Yes",,"
","0"
"1466","Forest Glen Public School","3400 Ponytrail Dr","Mississauga","L4X1V5","Peel DSB","201413","Yes",,"
","0"
"1467","Glenforest Secondary School","3575 Fieldgate Dr","Mississauga","L4X2J6","Peel DSB","913189","Yes",,"
","0"
"1468","Glenhaven Senior Public School","3570 Havenwood Dr.","Mississauga","L4X2M9","Peel DSB","217387","Yes",,"
","0"
"1469","Gordon Graydon Memorial Secondary School","1490 Ogden Ave","Mississauga","L5E2H8","Peel DSB","913863","Yes",,"
","0"
"1470","Hazel McCallion Sr. Public School","5750 River Grove Ave","Mississauga","L5M4R5","Peel DSB","236845","Yes",,"
","0"
"1471","Hillside Senior Public School","1290 Kelly Rd","Mississauga","L5J3V1","Peel DSB","259322","Yes",,"
","0"
"1472","Holy Cross Separate School","3615 Morning Star Dr","Mississauga","L4T1Y4","Dufferin-Peel CDSB","714909","Yes",,"
","0"
"1473","Homelands Senior Public School","2420 Homelands Dr","Mississauga","L5K1H2","Peel DSB","263508","Yes",,"
","0"
"1474","Janet I McDougald Public School","498 Hartsdale Avenue","Mississauga","L5G2G6","Peel DSB","185731","Yes",,"
","0"
"1475","John Cabot Catholic Secondary School ","635 Willowbank Trail","Mississauga","L4W3L6","Dufferin-Peel CDSB","724564","Yes",,"
","0"
"1476","John Fraser Secondary School","2665 Erin Centre Blvd","Mississauga","L5M5H6","Peel DSB","918830","Yes",,"
","0"
"1477","Lancaster Public School","7425 Netherwood Rd","Mississauga","L4T2N7","Peel DSB","307548","Yes",,"
","0"
"1478","Lincoln M. Alexander Secondary School","3545 Morning Star Dr","Mississauga","L4T1Y3","Peel DSB","952885","Yes",,"
","0"
"1479","Lincoln M. Alexander Secondary School","3545 Morning Star Dr","Mississauga","L4T1Y3","Peel DSB","952885","Yes",,"
","0"
"1480","Loyola Catholic Secondary School","3566 South Common Crt","Mississauga","L5L6B1","Dufferin-Peel CDSB","798118","Yes",,"
","0"
"1481","Marvin Heights Public School   ","7455 Redstone Rd","Mississauga","L4T2B3","Peel DSB","345610","Yes",,"
","0"
"1482","Morning Star Middle School              ","3131 Morning Star Dr","Mississauga","L4T1X3","Peel DSB","372480","Yes",,"
","0"
"1483","Morning Star Middle School              ","3131 Morning Star Dr","Mississauga","L4T1X3","Peel DSB","372480","Yes",,"
","0"
"1484","Munden Park Public School","515 Tedwyn Dr","Mississauga","L5A1J8","Peel DSB","380164","Yes",,"
","0"
"1485","Oakridge Public School","2060 Stonehouse Cres","Mississauga","L5H3J1","Peel DSB","414395","Yes",,"
","0"
"1486","Our Lady of Mount Carmel Secondary School","3700 Trelawny Circle","Mississauga","L5N5J7","Dufferin-Peel CDSB","742333","Yes",,"
","0"
"1487","Peel Alternative School South","1500 Ogden Avenue","Mississauga","L5E2H8","Peel DSB","918202","Yes",,"
","0"
"1488","Philip Pocock Secondary School","4555 Tomken Rd","Mississauga","L4W1J9","Dufferin-Peel CDSB","751430","Yes",,"
","0"
"1489","Philip Pocock Secondary School (Alt Ed)","4555 Tomken Rd","Mississauga","L4W1J9","Dufferin-Peel CDSB","751430","Yes",,"
","0"
"1490","Plowman's Park Public School","5940 Montevideo Rd","Mississauga","L5N3J5","Peel DSB","449075","Yes",,"
","0"
"1491","Port Credit Secondary School","70 Mineola Rd E","Mississauga","L5G2E5","Peel DSB","935832","Yes",,"
","0"
"1492","Queenston Drive Public School","3520 Queenston Dr","Mississauga","L5C2G6","Peel DSB","466778","Yes",,"
","0"
"1493","Rick Hansen Secondary School","1150 Dream Crest Road","Mississauga","L5V1N6","Peel DSB","938009","Yes",,"
","0"
"1494","Ridgewood Public School","7207 Cambrett Dr","Mississauga","L4T2R3","Peel DSB","484849","Yes",,"
","0"
"1495","Ridgewood Public School","7207 Cambrett Dr","Mississauga","L4T2R3","Peel DSB","484849","Yes",,"
","0"
"1496","Riverside Public School","30 John St N","Mississauga","L5H2E8","Peel DSB","486400","Yes",,"
","0"
"1497","Settler's Green Public School","5800 Montevideo Rd","Mississauga","L5N2S1","Peel DSB","519588","Yes",,"
","0"
"1498","Shelter Bay Public School","6735 Shelter Bay Rd","Mississauga","L5N2C5","Peel DSB","509019","Yes",,"
","0"
"1499","Silver Creek Public School ","460 Silver Creek Blvd","Mississauga","L5A2B3","Peel DSB","514241","Yes",,"
","0"
"1500","Silver Creek Public School ","460 Silver Creek Blvd","Mississauga","L5A2B3","Peel DSB","514241","Yes",,"
","0"
"1501","St. Alfred Separate School","3341 Havenwood Dr","Mississauga","L4X2M2","Dufferin-Peel CDSB","759562","Yes",,"
","0"
"1502","St. Catherine of Siena Separate School","2350 Hurontario St S","Mississauga","L5B1N1","Dufferin-Peel CDSB","781401","Yes",,"
","0"
"1503","St. Catherine of Siena Separate School","2350 Hurontario St S","Mississauga","L5B1N1","Dufferin-Peel CDSB","781401","Yes",,"
","0"
"1504","St. Francis Xavier Secondary School","50 Bristol Rd W","Mississauga","L5R3K3","Dufferin-Peel CDSB","792594","Yes",,"
","0"
"1505","St. Louis Separate School","1450 Lewisham Dr","Mississauga","L5J3R3","Dufferin-Peel CDSB","819883","Yes",,"
","0"
"1506","St. Paul Secondary School","815 Atwater Ave","Mississauga","L5E1L8","Dufferin-Peel CDSB","841730","Yes",,"
","0"
"1507","St. Raphael  Elementary School ","3470 Clara Dr","Mississauga","L4T2C7","Dufferin-Peel CDSB","847933","Yes",,"
","0"
"1508","St. Raphael  Elementary School ","3470 Clara Dr","Mississauga","L4T2C7","Dufferin-Peel CDSB","847933","Yes",,"
","0"
"1509","St. Raymond Elementary School","5735 Whitehorn Ave","Mississauga","L5V2A9","Dufferin-Peel CDSB","848751","Yes",,"
","0"
"1510","St. Richard Catholic Elementary School","7270 Copenhagen Rd.","Mississauga","L5N2C3","Dufferin-Peel CDSB","848930","Yes",,"
","0"
"1511","St. Teresa of Avila Separate School","6675 Montevideo Rd","Mississauga","L5N4E8","Dufferin-Peel CDSB","851299","Yes",,"
","0"
"1512","St. Valentine Elementary School","5610 Heatherleigh Ave.","Mississauga","L5V2V7","Dufferin-Peel CDSB","858420","Yes",,"
","0"
"1513","Stephen Lewis Secondary School","3675 Thomas Street","Mississauga","L5M7E6","Peel DSB","962646","Yes",,"
","0"
"1514","T. L. Kennedy Secondary School","3100 Hurontario St","Mississauga","L5B1N7","Peel DSB","948187","Yes",,"
","0"
"1515","The Woodlands","3225 Erindale Station Rd","Mississauga","L5C1Y5","Peel DSB","619299","Yes",,"
","0"
"1516","Tomken Road Middle School","3200 Tomken Rd","Mississauga","L4Y2Y6","Peel DSB","557234","Yes",,"
","0"
"1517","West Credit Secondary School","6325 Montevideo Rd","Mississauga","L5N4G7","Peel DSB","951404","Yes",,"
","0"
"1518","Whiteoaks Public School","1690 Mazo Cres","Mississauga","L5J1Y8","Peel DSB","605093","Yes",,"
","0"
"1519","COPE Mitchell","..","Mitchell","N0K1N0","..","406",,,"Yes
","0"
"1520","Mitchell District Highschool","95 Francis St E 5","Mitchell","N0K1N0","Avon Maitland DSB","135064","Yes",,"
","0"
"1521","Mitchell District Secondary School","95 Frances St RR 5","Mitchell","N0K1N0","Avon Maitland DSB","927120","Yes",,"
","0"
"1522","Upper Thames Elementary","165 Frances St E RR 5","Mitchell","N0K1N0","Avon Maitland DSB","566667",,,"Yes
","0"
"1523","Monetville PS","7099 64 Hwy","Monetville","P0M2K0","Rainbow DSB","125261","Yes",," 
","0"
"1524","Mono Amaranth Public School","246303 Hockley Rd","Mono","L9W6K4","Upper Grand DSB","369535","Yes",,"
","0"
"1525","Moonstone Elementary School","290 Moonstone Rd E","Moonstone","L0K1N0","Simcoe County DSB","158399","Yes",,"
","0"
"1526","Mooretown- Courtright School","104 Moore Line","Mooretown","N0N1M0","Lambton Kent DSB","371610",,,"Yes
","0"
"1527","E Elem C La Source","17095 McLean chemin 1","Moose Creek","K0C1W0","CSDC de l'Est ontarien","725668","Yes",,"
","0"
"1528","Moose Factory Ministik School","9 Horden St","Moose Factory","P0L1W0","Moose Factory Island DSAB","371742","Yes"," "," 
","0"
"1529","Bishop Belleau S","18 Bay Road","Moosonee","P0L1Y0","Northeastern CDSB","689491","Yes"," "," 
","0"
"1530","Moosonee PS","32 First St","Moosonee","P0L1Y0","Moosonee DSAB","372005","Yes"," "," 
","0"
"1531","Northern Lights SS","1 Keewatin Dr","Moosonee","P0L1Y0","James Bay Lowlands SSB","918598","Yes"," "," 
","0"
"1532","Morrisburg PS","16 Second Street","Morrisburg","K0C1X0","Upper Canada DSB","374474","Yes",,"
","0"
"1533","St Mary-St Cecilia Catholic","28 Shea Dr","Morrisburg","K0C1X0","CDSB of Eastern Ontario","830283","Yes",,"
","0"
"1534","St. Mary Catholic School - Mt. Forest - Breakfast","390 Parkside Dr","Mount Forest","N0G2L3","Wellington CDSB","825344","Yes",,"
","0"
"1535","St. Mary Snack - Mt.. Forest - Snack","390 Parkside Dr","Mount Forest","N0G2L3","Wellington CDSB","825344","Yes",,"
","0"
"1536","Victoria Cross Public School Breakfast","355 Durham St W","Mount Forest","N0G2L1","Upper Grand DSB","460015","Yes",,"
","0"
"1537","Victoria Cross Public School Snack","355 Durham St W","Mount Forest","N0G2L1","Upper Grand DSB","460015","Yes",,"
","0"
"1538","Wellington Heights Secondary School","405 Sligo Rd E","Mount Forest","N0G2L2","Upper Grand DSB","953555","Yes",,"
","0"
"1539","Caradoc  Public School","714 Bowen St","Mt Brydge","N0L1W0","Thames Valley DSB","82759","Yes",,"Yes
","0"
"1540","Primrose Elementary School","636064 Prince of Wales Road","Mulmur ","L9V0B8","Upper Grand DSB","452491","Yes",,"
","0"
"1541","Nakina PS","214 North Ave.","Nakina","P0T2H0","Superior-Greenstone DSB","382795","Yes",,"
","0"
"1542","St Brigid Separate School","115 Quebec St","Nakina","P0T2H0","Superior North CDSB","780626","Yes",,"
","0"
"1543","E P des Navigateurs","39 Hessle ave","New Liskeard","P0J1P0","CSD du Nord-Est de l'Ontario","260926","Yes"," "," 
","0"
"1544","English Catholic Central S","245 Shepherdson Rd","New Liskeard","P0J1P0","Northeastern CDSB","706027","Yes"," ","Yes
","0"
"1545","New Liskeard PS","141 Dymond St","New Liskeard","P0J1P0","DSB Ontario North East","384224","Yes"," "," 
","0"
"1546","Timiskaming District SS","90 Niven St","New Liskeard","P0J1P0","DSB Ontario North East","946940","Yes",,"Yes
","0"
"1547","New Lowell Central Public School","5197 County Rd 9","New Lowell","L0M1N0","Simcoe County DSB","384259","Yes",,"
","0"
"1548","Clarke High School","3425 115 Hwy","Newcastle","L0A1C0","Kawartha Pine Ridge DSB","901512","Yes",,"
","0"
"1549","Newcastle Public School","50 Glass Crt","Newcastle","L1B1M5","Kawartha Pine Ridge DSB","384747",,,"Yes
","0"
"1550","The Pines Senior Public School","3425 115 Hwy","Newcastle","L1B1L9","Kawartha Pine Ridge DSB","110728","Yes",,"
","0"
"1551","Alexander Muir Public School","75 Ford Wilson Blvd","Newmarket","L3X3G1","York Region DSB","68710","Yes",,"
","0"
"1552","Armitage Village Public School","125 Savage Rd","Newmarket","L3X1R1","York Region DSB","20702","Yes",,"
","0"
"1553","Bogart Public School","855 College Manor Dr","Newmarket","L348G7","York Region DSB","55395","Yes",,"Yes
","0"
"1554","Clearmeadow Public School","200 Clearmeadow Blvd","Newmarket","L3X2E4","York Region DSB","111430","Yes","Yes","
","0"
"1555","Crossland Public School","255 Brimson Dr","Newmarket","L3X1H8","York Region DSB","128457",,,"Yes
","0"
"1556","Denne Public School","330 Burford St","Newmarket","L3Y6L1","York Region DSB","136875","Yes",,"
","0"
"1557","Dr. Denison Secondary School","135 Bristol Rd","Newmarket","L3Y8J7","York Region DSB","904970","Yes",,"
","0"
"1558","Glen Cedar Public School","915 Wayne Dr","Newmarket","L3Y5W1","York Region DSB","217220","Yes",,"
","0"
"1559","Huron Heights Secondary School","40 Huron Heights Dr","Newmarket","L3Y3J9","York Region DSB","917893","Yes",,"
","0"
"1560","J.L.R. Bell Public School","121 Queen St","Newmarket","L3Y2E9","York Region DSB","280224","Yes",,"
","0"
"1561","Maple Leaf Public School","2010 Bushmill St","Newmarket","L3Y2Y7","Durham DSB","328740","Yes","Yes","
","0"
"1562","Meadowbrook P.S.","233 Patterson St","Newmarket","L3Y3L5","York Region DSB","356263","Yes",,"
","0"
"1563","Poplar Bank Public School","400 Woodspring Ave","Newmarket","L3X2X1","York Region DSB","450073","Yes",,"
","0"
"1564","Prince Charles Public School","684 Srigley St","Newmarket","L3Y1W9","York Region DSB","453900","Yes",,"
","0"
"1565","Rogers Public School","256 Rogers Rd","Newmarket","L3Y1G6","York Region DSB","489310","Yes",,"
","0"
"1566","Rose of Sharon Services for Young Mothers","361 Eagle Street","Newmarket","L3Y1K5","York CDSB","646121","Yes",,"
","0"
"1567","Sir William Mulock S.S","705 Columbus Way","Newmarket","L3X2M7","York Region DSB","942340","Yes",,"
","0"
"1568","St. Elizabeth Seton","960 Leslie Valley Dr","Newmarket","L3Y8B3","York CDSB","789003",,,"Yes
","0"
"1569","St. Nicholas Catholic Elementary School","480 Keith Ave","Newmarket","L3X1V5","York CDSB","836273","Yes",,"
","0"
"1570","Stuart Scott Public School","247 Lorne Ave","Newmarket","L3Y4K5","York Region DSB","539961","Yes",,"
","0"
"1571","Mornington Central Elementary School","7241 Road 131 RR 1","Newton","N0K1R0","Avon Maitland DSB","372781","Yes",,"
","0"
"1572","Cape Croker Elementary School","..","Neyaashiinigmiing","N0H2T1","..","501","Yes",,"
","0"
"1573","A.N.Myer SS","6338 Oneil St","Niagara Falls","L2J1M7","DSB Niagara","890200","Yes",,"
","0"
"1574","Cardinal Newman","8120 Beaverdams Rd","Niagara Falls","L2H1R4","Niagara CDSB","694177","Yes",,"
","0"
"1575","Cherrywood Acres","4635 Pettit Ave","Niagara Falls","L2E6L4","DSB Niagara","105767","Yes",,"
","0"
"1576","Ecole elementaire LaMarsh","4571 Drummond Rd","Niagara Falls","L2E6C8","CS Viamonde","165000","Yes",,"
","0"
"1577","EEC Notre Dame de la Jeunesse","7374 Wilson croissant","Niagara Falls","L2G4S1","CSDC Centre-Sud","738190","Yes",,"
","0"
"1578","Father Hennepin","6032 Churchill St","Niagara Falls","L2G2X1","Niagara CDSB","706655","Yes",,"
","0"
"1579","Greendale Public School","5504 Montrose Rd","Niagara Falls","L2H1K7","DSB Niagara","229520","Yes",,"
","0"
"1580","Heximer Breakfast","6727 Heximer Ave","Niagara Falls","L2G4T1","DSB Niagara","254223","Yes",,"
","0"
"1581","James Morden BK","7112 Dorchester Rd","Niagara Falls","L2G5V6","DSB Niagara","281654","Yes",,"
","0"
"1582","James Morden EMM","7112 Dorchester Rd","Niagara Falls","L2G5V6","DSB Niagara","281654","Yes",,"
","0"
"1583","John Marshall","3910 St James Ave","Niagara Falls","L2J2R3","DSB Niagara","283991","Yes",,"
","0"
"1584","Kate S Durdan","6855 Kalar Rd","Niagara Falls","L2H2T3","DSB Niagara","287660",,,"Yes
","0"
"1585","Loretto","6855 Kalar Rd","Niagara Falls","L2H2T3","Niagara CDSB","728098",,,"Yes
","0"
"1586","Mary Ward School","2999 Dorchester Rd","Niagara Falls","L2J2Z9","Niagara CDSB","730831","Yes",,"
","0"
"1587","Our Lady of Mount Carmel","6525 Carlton Ave","Niagara Falls","L2K5K4","Niagara CDSB","694304","Yes",,"
","0"
"1588","Prince Philip Public School","3112 Dorchester Rd N","Niagara Falls","L2J2Z7","DSB Niagara","456110","Yes",,"
","0"
"1589","Princess Margaret","95 Facer St","Niagara Falls","L2G2C4","DSB Niagara","455075","Yes",,"
","0"
"1590","Rainbow Bridge","3691 Dorchester Rd","Niagara Falls","L2H1T5","DSB Niagara","419320","Yes","Yes","Yes
","0"
"1591","River View Breakfast","3300 Cattell Dr","Niagara Falls","L2G6L9","DSB Niagara","485365","Yes",,"Yes
","0"
"1592","Sacred Heart","8450 Oliver St","Niagara Falls","L2G6Z2","Niagara CDSB","758264","Yes",,"Yes
","0"
"1593","Simcoe Street Breakfast","4760 Simcoe St","Niagara Falls","L2E1V6","DSB Niagara","514748","Yes",,"
","0"
"1594","Simcoe Street EMM","4760 Simcoe St","Niagara Falls","L2E1V6","DSB Niagara","514748","Yes",,"
","0"
"1595","St. Antoine - Breakfast","4572 Portage chemin","Niagara Falls","L2E6A8","CSDC Centre-Sud","774642","Yes",,"
","0"
"1596","St. Gabriel","6121 Vine St","Niagara Falls","L2J1L4","Niagara CDSB","793752",,,"Yes
","0"
"1597","St. Mary School NF","5719 Morrison St","Niagara Falls","L2E2E8","Niagara CDSB","826120","Yes",,"
","0"
"1598","St. Michael High School ","8699 McLeod Rd","Niagara Falls","L2E6S5","Niagara CDSB","773662","Yes",,"Yes
","0"
"1599","St. Patrick Niagara Falls","4653 Victoria Ave","Niagara Falls","L2E3W5","Niagara CDSB","837563","Yes",,"
","0"
"1600","St. Paul Secondary","3834 Windermere Rd","Niagara Falls","L2J2Y5","Niagara CDSB","761710","Yes",,"
","0"
"1601","Stamford Collegiate","5775 Drummond Rd","Niagara Falls","L2G4L2","DSB Niagara","945064","Yes",,"
","0"
"1602","Stamford Pathways - Second Chance - Connect","5775 Drummond Rd","Niagara Falls","L2G7C2","DSB Niagara","945064","Yes","Yes","Yes
","0"
"1603","Valley Way Public School","5315 Valley Way","Niagara Falls","L2E1X4","DSB Niagara","569348","Yes",,"
","0"
"1604","Westlane","5960 Pitton Rd","Niagara Falls","L2H1T5","DSB Niagara","952214","Yes",,"
","0"
"1605","Crossroads Elementary","1350 Niagara Stone Road","Niagara-on-the-Lake","L0S1J0","DSB Niagara","235750",,,"Yes
","0"
"1606","St. Michael Elementary AM Snack","387 Line 3 2","Niagara-on-the-Lake","L0R1S0","Niagara CDSB","832880",,,"Yes
","0"
"1607","George O'Neill PS","124 Bell St","Nipigon","P0T2J0","Superior-Greenstone DSB","385131","Yes",,"
","0"
"1608","St Edward School","121 Greenmantle Dr","Nipigon","P0T2J0","Superior North CDSB","788031","Yes",,"
","0"
"1609","South Shore Public","60 Beatty St","Nipissing","P0H1W0","Near North DSB","385263","Yes",,"
","0"
"1610","Nobel Public","140 Hammel Ave","Nobel","P0G1G0","Near North DSB","400475","Yes",,"
","0"
"1611","Nobleton Public School","13375 Hwy 27","Nobleton","L0G1N0","York Region DSB","400645",,"Yes","Yes
","0"
"1612","St. Mary Catholic School","75 Greenside Dr","Nobleton","L0G1N0","York CDSB","830437",,,"Yes
","0"
"1613","Alliance","700 Stones St","North Bay","P1B6C1","Near North DSB","266063","Yes",,"Yes
","0"
"1614","Centre d'Apprentissage du Nord-Est ","310 Algonquin avenue","North Bay","P2B1S1","CSD du Nord-Est de l'Ontario","902306","Yes",,"
","0"
"1615","Chippewa Secondary School","539 Chippewa St W","North Bay","P1B6G8","Near North DSB","40331","Yes",,"
","0"
"1616","Chippewa Secondary School","539 Chippewa St W","North Bay","P1B6G8","Near North DSB","901385","Yes",,"
","0"
"1617","E Saint-Raymond","22 Borge avenue","North Bay","P1A2S7","CSDC Franco-Nord","848662","Yes",,"
","0"
"1618","E Sep St-Vincent","124 King Est rue","North Bay","P1B1P2","CSDC Franco-Nord","858366","Yes",,"
","0"
"1619","E T Carmichael","1351 Chapais St","North Bay","P1B6M6","Near North DSB","156728","Yes",,"
","0"
"1620","E W Norman","599 Lake Heights Rd","North Bay","P1A3A1","Near North DSB","156981","Yes",,"
","0"
"1621","Ecole Saints-Anges","681-B Chippewa Ouest rue","North Bay","P1B4W8","CSDC Franco-Nord","712592","Yes",,"
","0"
"1622","ES C Algonquin","555 Algonquin avenue","North Bay","P1B4W8","CSDC Franco-Nord","685011","Yes",,"
","0"
"1623","ES C Algonquin ","555 Algonquin Av","North Bay","P1B4W8","CSDC Franco-Nord","697605","Yes",,"
","0"
"1624","ES publique Odyssee","480 Norman ave","North Bay","P1B0A8","CSD du Nord-Est de l'Ontario","126258","Yes",,"
","0"
"1625","ES publique Odyssee","480 Norman ave","North Bay","P1B0A8","CSD du Nord-Est de l'Ontario","909335","Yes",,"
","0"
"1626","Holly Cross","602 Lake Heights Rd","North Bay","P1A2Z8","Nipissing-Parry Sound CDSB","724467","Yes",,"
","0"
"1627","Laurentian Learning Centre","..","North Bay","P1B7V7","..","890901","Yes",,"
","0"
"1628","Mother St. Bride","414 Second Ave W","North Bay","P1B3L2","Nipissing-Parry Sound CDSB","733172","Yes",,"
","0"
"1629","Our Lady of Fatima","60 Marshall Ave","North Bay","P1A1R1","Nipissing-Parry Sound CDSB","743054","Yes",,"
","0"
"1630","Silver Birches","65 Marshall Ave W","North Bay","P1B3L4","Near North DSB","514187","Yes",,"
","0"
"1631","St Alexander Separate School","900 Bloem St","North Bay","P1B4Z8","Nipissing-Parry Sound CDSB","766585","Yes",,"
","0"
"1632","St Francis Sep S","68 Gertrude St","North Bay","P1A1J8","Nipissing-Parry Sound CDSB","790176","Yes",,"
","0"
"1633","St Hubert Separate School","850 Lorne Ave","North Bay","P1B8M2","Nipissing-Parry Sound CDSB","797391","Yes",,"
","0"
"1634","St Joseph/Scollard Hall","675 O'Brien St","North Bay","P1B9R3","Nipissing-Parry Sound CDSB","763659","Yes",,"
","0"
"1635","St Luke Sep S","225 Milani Road","North Bay","P1B7P4","Nipissing-Parry Sound CDSB","810002","Yes",,"
","0"
"1636","Sunset Park Public School","1191 Lakeshore Dr","North Bay","P1B8Z4","Near North DSB","543993","Yes",,"
","0"
"1637","Vincent Massey","15 Janey Ave","North Bay","P1C1N1","Near North DSB","577537","Yes",,"
","0"
"1638","W J Fricker","790 Norman Ave","North Bay","P1B8C4","Near North DSB","579459","Yes",,"
","0"
"1639","West Ferris Secondary School","60 Marshall Pk Dr","North Bay","P1A2P2","Near North DSB","951463","Yes",,"
","0"
"1640","West Ferris Senior Elementary","60 Marshall Park Drive","North Bay","P1A2P2","Near North DSB","214588","Yes",,"
","0"
"1641","Widdifiled Secondary School","320 Ski Club Rd","North Bay","P1B7R2","Near North DSB","953385","Yes",,"
","0"
"1642","E Elem C de L'Ange-Gardien","4831 Second Line chemin","North Lancaster","K0C1Z0","CSDC de l'Est ontarien","860443","Yes",,"
","0"
"1643","Amesbury Md S","201 Gracefield Ave","North York","M6L1L7","Toronto DSB","466255","Yes",,"
","0"
"1644","Baycrest PS","145 Baycrest Ave","North York","M6A1W4","Toronto DSB","35173","Yes",,"
","0"
"1645","Beverley Heights Middle School","26 Troutbrooke Dr","North York","M3M1S5","Toronto DSB","48046","Yes"," "," 
","0"
"1646","Blacksmith PS","45 Blacksmith Cres","North York","M3N1V5","Toronto DSB","50288","Yes"," "," 
","0"
"1647","Blaydon PS","25 Blaydon Ave","North York","M3M2C9","Toronto DSB","53376","Yes"," "," 
","0"
"1648","Brookhaven PS","70 Brookhaven Dr","North York","M6M4N8","Toronto DSB","66508","Yes"," "," 
","0"
"1649","Brookview Md S","4505 Jane St","North York","M3N2K7","Toronto DSB","282227","Yes"," ","Yes
","0"
"1650","C.W. Jefferys C.I.","340 Sentinel Rd","North York","M3J1T9","Toronto DSB","897744","Yes"," "," 
","0"
"1651","Calico PS","35 Calico Dr","North York","M3L1V5","Toronto DSB","75990","Yes"," "," 
","0"
"1652","Chalkfarm PS","100 Chalkfarm Dr","North York","M3L1L4","Toronto DSB","100048","Yes"," ","Yes
","0"
"1653","Cummer Valley M.S.","70 Maxome Ave","North York","M2M3K1","Toronto DSB","411264","Yes"," "," 
","0"
"1654","Daystrom PS","25 Daystrom Dr","North York","M9M2A8","Toronto DSB","135534","Yes"," "," 
","0"
"1655","Derrydown PS","120 Derrydown Rd","North York","M3J1R7","Toronto DSB","139041","Yes"," "," 
","0"
"1656","Don Mills C.I.","15 The Donway E","North York","M3C1X6","Toronto DSB","904112","Yes"," "," 
","0"
"1657","Don Mills M.S.","17 The Donway E","North York","M3C1X6","Toronto DSB","141380","Yes"," "," 
","0"
"1658","Donview M.S.","20 Evermede Dr","North York","M3A2S3","Toronto DSB","141640","Yes"," "," 
","0"
"1659","Downsview PS","2829 Keele St","North York","M3M2G7","Toronto DSB","146978","Yes"," "," 
","0"
"1660","Downsview S.S.","7 Hawksdale Rd","North York","M3K1W3","Toronto DSB","904635","Yes"," ","Yes
","0"
"1661","Drewry Secondary School","70 Drewry Ave","North York","M2M1C8","Toronto DSB","922706","Yes","Yes"," 
","0"
"1662","Driftwood PS","265 Driftwood Ave","North York","M3N2N6","Toronto DSB","149055","Yes"," "," 
","0"
"1663","E Elem Maison Montessori","116 Cornelius Parkway","North York","M6L2K5","CS Viamonde","328910","Yes"," "," 
","0"
"1664","Ecole Jeanne-Lajoie","150 Carnforth Rd","North York","M4A2K7","CS Viamonde","282260","Yes"," "," 
","0"
"1665","Elia M.S.","215 Sentinel Rd","North York","M3J1T7","Toronto DSB","171026","Yes"," "," 
","0"
"1666","Emery C.I.","3395 Weston Rd","North York","M9M2V9","Toronto DSB","908665","Yes"," "," 
","0"
"1667","Fenside PS","131 Fenside Dr","North York","M3A2V9","Toronto DSB","195073","Yes"," "," 
","0"
"1668","Firgrove PS","270 Firgrove Cres","North York","M3N1K8","Toronto DSB","196550","Yes","Yes"," 
","0"
"1669","Fisherville Junior High School","425 Patricia Ave","North York","M2R2N1","Toronto DSB","197319","Yes"," "," 
","0"
"1670","Flemington PS","10 Flemington Rd","North York","M6A2N4","Toronto DSB","198846","Yes","Yes"," 
","0"
"1671","Gateway PS","55 Gateway Blvd","North York","M3C1B4","Toronto DSB","210714","Yes"," "," 
","0"
"1672","George Anderson PS","30 George Anderson Dr","North York","M6M2Y8","Toronto DSB","211842","Yes"," "," 
","0"
"1673","George S. Henry Academy","200 Graydon Hall Dr","North York","M3A3A6","Toronto DSB","912301","Yes"," ","Yes
","0"
"1674","Georges Vanier S.S.","3000 Don Mills Rd","North York","M2J3B6","Toronto DSB","912360","Yes"," "," 
","0"
"1675","Glen Park PS","101 Englemount Ave","North York","M6B4L5","Toronto DSB","217697","Yes"," "," 
","0"
"1676","Gosford PS","30 Gosford Blvd","North York","M3N2G8","Toronto DSB","223158","Yes"," "," 
","0"
